,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7605856369963678,62,40,5475
1,Run_2,0.7414843559154383,91,39,7946
2,Run_3,0.7191761676498032,56,41,4963
3,Run_4,0.7320118056473283,84,39,7861
4,Run_5,0.7219049220899361,66,39,5629
5,Run_6,0.6525038945020444,52,42,4612
6,Run_7,0.7948708707265599,113,39,10307
7,Run_8,0.7619488128276287,83,39,7773
8,Run_9,0.7423117123394645,53,43,4638
9,Run_10,0.7490466979828682,91,39,8554
