,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7608579517922718,79,39,7112
1,Run_2,0.5191673574652299,49,45,4245
2,Run_3,0.739887309730048,52,44,4497
3,Run_4,0.7041636131367861,71,37,5979
4,Run_5,0.8045933098662053,105,39,9639
5,Run_6,0.7098758164438091,64,39,5875
6,Run_7,0.6795631750303353,59,39,5194
7,Run_8,0.7417871058944141,63,38,5593
8,Run_9,0.7714413862424963,75,39,6185
9,Run_10,0.799392898190308,120,39,10902
