,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:14:54.601081,0.855766065571801
1,Run_10,0 days 00:10:53.313941,0.854669598055352
2,Run_2,0 days 00:21:11.359044,0.8572894265771234
3,Run_3,0 days 00:13:46.894565,0.8552999267152828
4,Run_4,0 days 00:19:11.961650,0.8553535887485935
5,Run_5,0 days 00:21:29.816966,0.8576033895182832
6,Run_6,0 days 00:13:31.210348,0.8559078294508452
7,Run_7,0 days 00:07:44.727069,0.8531470379759003
8,Run_8,0 days 00:25:05.213830,0.8591531810773254
9,Run_9,0 days 00:09:21.207818,0.8562490238715954
10,Average,0 days 00:15:43.030631200,0.8560439067562102
