,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:12:06.030353,0.8248983825302049
1,Run_10,0 days 00:04:50.034323,0.8110824112674251
2,Run_2,0 days 00:03:58.367213,0.793462843046562
3,Run_3,0 days 00:04:19.421100,0.7978927640352247
4,Run_4,0 days 00:05:11.959273,0.8190516236769706
5,Run_5,0 days 00:03:58.903511,0.8109686797938417
6,Run_6,0 days 00:04:52.613015,0.8024508331631366
7,Run_7,0 days 00:04:20.418866,0.8089343280832643
8,Run_8,0 days 00:03:53.287838,0.8129141287328152
9,Run_9,0 days 00:04:10.471154,0.8068703421154856
