,Unnamed: 0,Generation,HV,APD,mean_f_1,mean_f_2
0,0.0,0.0,0.5665642316726658,0.0,19.56224865559972,261.25
1,1.0,1.0,0.5780269565348854,0.0,19.381332571019406,264.59425
2,2.0,2.0,0.5852351597849448,0.0,19.196887618365672,269.49350000000004
3,3.0,3.0,0.5931557811628535,0.0,19.050117605798455,273.86025000000006
4,4.0,4.0,0.5984352384298888,0.0,18.93898380874444,277.98549999999994
5,5.0,5.0,0.6035065176573525,0.0,18.848803958674303,281.5147500000001
6,6.0,6.0,0.6082947088963354,0.0,18.754281045417343,284.80375000000004
7,7.0,7.0,0.6108736274447929,0.0,18.667226633738597,289.34225
8,8.0,8.0,0.6136253957173402,0.0,18.59081993073415,292.82925000000006
9,9.0,9.0,0.6166656245637915,0.0,18.496131605097027,296.59700000000004
10,10.0,10.0,0.6195511967640901,0.0,18.398632606090715,301.437
11,11.0,11.0,0.6225367890109403,0.0,18.355946223988774,304.16225
12,12.0,12.0,0.6242701408952531,0.0,18.304405015197567,308.0225
13,13.0,13.0,0.6265721222862781,0.0,18.25396349660977,310.822
14,14.0,14.0,0.6283008072351481,0.0,18.20319921966331,313.48525
15,15.0,15.0,0.6295517960842945,0.0,18.160424238660273,316.55174999999997
16,16.0,16.0,0.6309233630006863,0.0,18.114513363631048,319.47425
17,17.0,17.0,0.6318350222887922,0.0,18.07436515811316,322.26300000000003
18,18.0,18.0,0.6328545877696381,0.0,18.033669007189612,324.76525000000004
19,19.0,19.0,0.6343238207045544,0.0,18.014081518880054,326.10375000000005
20,20.0,20.0,0.6354333156910685,0.0,17.974011800035072,326.90450000000004
21,21.0,21.0,0.6366913678934497,0.0,17.946515394844514,329.566
22,22.0,22.0,0.6374656335768203,0.0,17.94668421206453,330.101
23,23.0,23.0,0.638455948596841,0.0,17.92717865910685,332.53225000000003
24,24.0,24.0,0.6393597098087054,0.0,17.860586669978957,336.4785
25,25.0,25.0,0.6401760246159549,0.0,17.85397635609072,338.38425000000007
26,26.0,26.0,0.6409771500535544,0.0,17.8285831043956,340.88975000000005
27,27.0,27.0,0.6422439974975925,0.0,17.81222593961889,341.06825
28,28.0,28.0,0.6432745949782334,0.0,17.785929367839607,341.44450000000006
29,29.0,29.0,0.6438179421630189,0.0,17.706613923310734,344.79600000000005
30,30.0,30.0,0.6445607866234675,0.0,17.66274343143559,347.27475000000004
31,31.0,31.0,0.645601603971849,0.0,17.638906301145667,349.57124999999996
32,32.0,32.0,0.6460274551045178,0.0,17.59908108048866,352.50175
33,33.0,33.0,0.6464602539704336,0.0,17.567681837444475,355.49799999999993
34,34.0,34.0,0.6476195235520377,0.0,17.523306654781386,358.03725
35,35.0,35.0,0.6486781338138984,0.0,17.531704129646947,359.0155
36,36.0,36.0,0.6498040322433913,0.0,17.50798822919102,360.713
37,37.0,37.0,0.6502103498169919,0.0,17.466477240180033,363.95825
38,38.0,38.0,0.6507072912507648,0.0,17.476744388590127,363.51325
39,39.0,39.0,0.6510075008968355,0.0,17.479977576280103,363.9567500000001
40,40.0,40.0,0.6513998941941311,0.0,17.493185972936637,364.27149999999995
41,41.0,41.0,0.6520199804334937,0.0,17.46174822451485,365.61474999999996
42,42.0,42.0,0.6522883477511331,0.0,17.466980089724103,366.21674999999993
43,43.0,43.0,0.6525700276125407,0.0,17.451100121288288,368.39399999999995
44,44.0,44.0,0.6532481302103113,0.0,17.412266468903436,370.03175000000005
45,45.0,45.0,0.6538858390426001,0.0,17.41833990676876,371.2495
46,46.0,46.0,0.654269144431179,0.0,17.372923208440493,371.87874999999997
47,47.0,47.0,0.654730170057787,0.0,17.410453070201072,371.36675
48,48.0,48.0,0.6556675627253791,0.0,17.391923624912316,372.38525000000004
49,49.0,49.0,0.6559696745804248,0.0,17.366065269172314,374.10325
50,50.0,50.0,0.6563196654211895,0.0,17.35447924947393,374.51775
51,51.0,51.0,0.6570143419094072,0.0,17.3441968596563,374.78225000000003
52,52.0,52.0,0.6573591693214336,0.0,17.334766344692543,377.50825000000003
53,53.0,53.0,0.6578101322016454,0.0,17.297348367722705,379.118
54,54.0,54.0,0.6592691192511507,0.0,17.273233443418285,377.4165000000001
55,55.0,55.0,0.6597391665366039,0.0,17.285243212239887,376.3760000000001
56,56.0,56.0,0.6601315239168233,0.0,17.275238265723637,374.93274999999994
57,57.0,57.0,0.6605159362620793,0.0,17.318194938040683,371.695
58,58.0,58.0,0.6610610122893158,0.0,17.36105202244564,367.40174999999994
59,59.0,59.0,0.6614042197523593,0.0,17.362941723170444,367.23750000000007
60,60.0,60.0,0.6621787775951278,0.0,17.351744498187983,368.95275000000004
61,61.0,61.0,0.6630710387429659,0.0,17.354391381225156,369.89475000000004
62,62.0,62.0,0.6637858838752341,0.0,17.347499386252046,370.20025
63,63.0,63.0,0.664485603095584,0.0,17.3509228650339,372.451
64,64.0,64.0,0.6651806800020907,0.0,17.3110378770166,374.96725
65,65.0,65.0,0.6655056976869992,0.0,17.271876256722003,376.892
66,66.0,66.0,0.6659103326153775,0.0,17.264949511924247,376.9035
67,67.0,67.0,0.6666250287488908,0.0,17.27769450695581,376.2202500000001
68,68.0,68.0,0.6670716338597301,0.0,17.24649957622165,379.69124999999997
69,69.0,69.0,0.6673764250271367,0.0,17.212041720247843,382.67825
70,70.0,70.0,0.6678376289699715,0.0,17.23797843844985,381.39375
71,71.0,71.0,0.6685448162769714,0.0,17.241259082008412,382.01525
72,72.0,72.0,0.6689802969935574,0.0,17.227039338321255,383.95275
