,Run_nr,HV
0,Run_1,0.85215228804498
1,Run_2,0.8576666626620375
2,Run_3,0.8361577984149676
3,Run_4,0.8525143065383584
4,Run_5,0.8528138528138527
5,Run_6,0.847596621694679
6,Run_7,0.853164658345047
7,Run_8,0.8491840567696257
8,Run_9,0.8522131584111234
9,Run_10,0.8486402281036878
10,Run_11,0.853478621286207
11,Run_12,0.8509901446071659
12,Run_13,0.8457681079327704
13,Run_14,0.8534706120275038
14,Run_15,0.8458738301476507
15,Run_16,0.8491816539920147
16,Run_17,0.8523276908105769
17,Run_18,0.8524278065443653
18,Run_19,0.8503670242800678
19,Run_20,0.8489077373443701
20,Means,0.8502448430385525
