,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:05:14.761679,0.85215228804498
1,Run_10,0 days 00:05:14.505890,0.8486402281036878
2,Run_11,0 days 00:05:12.334255,0.853478621286207
3,Run_12,0 days 00:05:12.114231,0.8509901446071659
4,Run_13,0 days 00:05:12.615062,0.8457681079327704
5,Run_14,0 days 00:05:16.797738,0.8534706120275038
6,Run_15,0 days 00:05:16.013678,0.8458738301476507
7,Run_16,0 days 00:05:10.557551,0.8491816539920147
8,Run_17,0 days 00:05:19.723470,0.8523276908105769
9,Run_18,0 days 00:05:13.012415,0.8524278065443653
10,Run_19,0 days 00:05:18.069641,0.8503670242800678
11,Run_2,0 days 00:05:13.450026,0.8576666626620375
12,Run_20,0 days 00:05:11.006250,0.8489077373443701
13,Run_3,0 days 00:05:08.991247,0.8361577984149676
14,Run_4,0 days 00:05:15.924553,0.8525143065383584
15,Run_5,0 days 00:05:11.309476,0.8528138528138527
16,Run_6,0 days 00:05:13.471904,0.847596621694679
17,Run_7,0 days 00:05:13.904940,0.853164658345047
18,Run_8,0 days 00:05:15.843609,0.8491840567696257
19,Run_9,0 days 00:05:16.537256,0.8522131584111234
20,Average,0 days 00:05:14.047243550,0.8502448430385527
