,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7569162531851912,454,4,40038
1,Run_2,0.6409959438664053,179,155,9108
2,Run_3,0.7491188542662768,493,0,40071
3,Run_4,0.747479977891212,442,0,40038
4,Run_5,0.747531354024042,422,0,40034
5,Run_6,0.7361301367978661,509,0,40072
6,Run_7,0.7424292289381063,469,20,38839
7,Run_8,0.752619412628182,474,0,40024
8,Run_9,0.7517410209075508,483,0,40090
9,Run_10,0.743253310669535,469,0,40042
