,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:02:05.535979,0.697744192286283
1,Run_10,0 days 00:07:53.412184,0.8072139393138467
2,Run_2,0 days 00:07:08.149832,0.7996427870618434
3,Run_3,0 days 00:06:47.339682,0.8045460552398572
4,Run_4,0 days 00:07:38.257585,0.8148195313782731
5,Run_5,0 days 00:04:45.153998,0.7511226978387013
6,Run_6,0 days 00:07:21.042929,0.8030531294176065
7,Run_7,0 days 00:08:23.772782,0.8042040598932365
8,Run_8,0 days 00:07:26.445073,0.8215152716540322
9,Run_9,0 days 00:08:32.699371,0.824691743655666
