,Run_nr,HV
0,Run_1,0.7934287432010368
1,Run_2,0.7968468050950892
2,Run_3,0.7967572560819818
3,Run_4,0.7942226349648489
4,Run_5,0.7954171226993121
5,Run_6,0.7902769880251502
6,Run_7,0.8022201240896151
7,Run_8,0.7939821428520663
8,Run_9,0.7915367255379784
9,Run_10,0.796425542210276
10,Run_11,0.7984238058848894
11,Run_12,0.7887161410356116
12,Run_13,0.7968934186067165
13,Run_14,0.7940335791513267
14,Run_15,0.7926944280943484
15,Run_16,0.7900533375944441
16,Run_17,0.7980120413534041
17,Run_18,0.7949422989503705
18,Run_19,0.7945824098456511
19,Run_20,0.798462304421747
20,Means,0.7948963924847932
