,Mean_HV,Mean_f_1,Mean_f_2
0,0.5321160601781195,30.674751045747037,4029.3550000000005
1,0.53710806494149,30.70145178031102,3923.59725
2,0.5388045967071529,30.6815632999476,3879.6339999999996
3,0.5397018294063269,30.663491189923292,3855.55075
4,0.5408250794251142,30.645816497392467,3843.1839999999997
5,0.5419735216273447,30.647530585461954,3813.5055
6,0.5428293768218597,30.65156759669739,3783.60675
7,0.5436060728916373,30.631585210986792,3780.27575
8,0.544028505877584,30.635808941821285,3753.9787499999998
9,0.5448579375579538,30.64317526290276,3733.579250000001
10,0.5454839284856342,30.663273645220062,3705.9415
11,0.5459641590759301,30.673978243770485,3685.147000000001
12,0.5466814547034219,30.662541863892603,3672.0759999999996
13,0.547168937220406,30.68872839584359,3628.3190000000004
14,0.5475999316525779,30.677760946919044,3620.8872500000007
15,0.5479242363848402,30.675014274935677,3609.067
16,0.5485239902135935,30.668594473764454,3601.09375
17,0.5488746025245732,30.647526492779452,3604.01475
18,0.5494134971886726,30.663143820514627,3580.1509999999994
19,0.5497565558346734,30.660432868904365,3567.125
20,0.5500962843103105,30.65732474022471,3536.3375
21,0.5503851425672385,30.662615556806543,3517.9402499999997
22,0.5509162171391553,30.68329701678668,3481.7997500000006
23,0.5510899797026618,30.642396204817864,3488.2252500000004
24,0.5513461406382186,30.614829713289403,3492.632
25,0.5518319428960167,30.610648363552496,3484.20175
26,0.5521167307836634,30.58574056912095,3485.35475
27,0.5524150708082475,30.557174725369244,3501.0595000000003
28,0.5528458615732557,30.549836872844974,3503.6760000000004
29,0.5530145727682336,30.544169280056913,3501.0345
30,0.5534484161094742,30.522031679684744,3516.4477499999994
31,0.5539129438656322,30.491277181213302,3538.7097499999995
32,0.5540841188311059,30.479209226811783,3530.738
33,0.5544382353949089,30.488554962900405,3504.06125
34,0.5546366370026323,30.497915033346622,3482.9847500000005
35,0.5548656722554155,30.49900808176765,3467.7520000000004
36,0.5553047653588092,30.47545209383967,3486.4550000000004
37,0.5554203360047629,30.45743103425358,3497.81025
38,0.5558665474695667,30.44137456704117,3489.5619999999994
39,0.5559364587572458,30.448959716651416,3476.1972499999997
40,0.556286158559683,30.453703087201614,3451.6805
41,0.5563833681919729,30.460719973963837,3453.829
42,0.556498211442811,30.445815830850904,3457.9705000000004
43,0.5569477510503533,30.452967812492666,3448.0699999999997
44,0.5572410999367344,30.415456353059835,3465.7515
45,0.557382692251226,30.416067229219937,3469.80925
46,0.5577997859190631,30.4109812774142,3464.72825
47,0.5583012584929825,30.39212990914706,3467.8627500000002
48,0.558627608356384,30.37708877239071,3464.7152499999997
49,0.5587982399824639,30.377127079961536,3449.6184999999996
50,0.5591180864694707,30.37878026997866,3436.3332499999997
