,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7506019618211742,535,0,40036
1,Run_2,0.7442299982663251,554,0,40056
2,Run_3,0.743934221667123,533,0,40050
3,Run_4,0.7395901982678796,504,0,40098
4,Run_5,0.7450118518138706,543,0,40062
5,Run_6,0.7537080272554292,624,0,40044
6,Run_7,0.7560969042994993,526,0,40040
7,Run_8,0.7464819276752066,549,0,40045
8,Run_9,0.6474910355840426,418,400,6946
9,Run_10,0.7467919221392669,521,0,40033
