,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:10:59.579009,0.7501024250363963
1,Run_10,0 days 00:10:53.772102,0.7503487995540951
2,Run_11,0 days 00:11:01.740011,0.752222593096671
3,Run_12,0 days 00:11:02.482127,0.751687541400162
4,Run_13,0 days 00:10:32.432113,0.7448404756630482
5,Run_14,0 days 00:11:22.762015,0.7513265586717743
6,Run_15,0 days 00:10:25.853810,0.7489410435257589
7,Run_16,0 days 00:10:29.052739,0.7554429168200711
8,Run_17,0 days 00:10:55.954399,0.754350954765209
9,Run_18,0 days 00:10:35.231094,0.7476111675056589
10,Run_19,0 days 00:12:01.063740,0.7464906962557709
11,Run_2,0 days 00:10:44.837080,0.7557991965543304
12,Run_20,0 days 00:10:45.516081,0.7542911921523798
13,Run_3,0 days 00:10:13.705350,0.7537221972565252
14,Run_4,0 days 00:10:48.541749,0.7532281401136075
15,Run_5,0 days 00:10:40.168892,0.7494142001928084
16,Run_6,0 days 00:10:35.288138,0.749728381572375
17,Run_7,0 days 00:10:35.532894,0.7501541299416667
18,Run_8,0 days 00:12:02.276291,0.7483117542537099
19,Run_9,0 days 00:11:18.852267,0.7484155893737503
20,Average,0 days 00:10:54.232095050,0.7508214976852884
