,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.7209744105324971,222,79,19570
1,Run_2,0.7363307603202883,246,66,22344
2,Run_3,0.726252512469292,234,0,21547
3,Run_4,0.7468382362706202,231,67,20506
4,Run_5,0.7580572764615602,427,5,40008
5,Run_6,0.7220800168291936,350,73,33435
6,Run_7,0.7613318604235304,296,50,27652
7,Run_8,0.7732165595317392,363,70,33973
8,Run_9,0.7273965411535678,180,58,16614
9,Run_10,0.7755535326584353,355,52,32981
