,Run_nr,HV
0,Run_1,0.6007844705243286
1,Run_2,0.6043770433624536
2,Run_3,0.5967566089124273
3,Run_4,0.5973636184651167
4,Run_5,0.5859529283560485
5,Run_6,0.5824322834332956
6,Run_7,0.5963320954264446
7,Run_8,0.5787982813892739
8,Run_9,0.5872580524315655
9,Run_10,0.5863705237423593
10,Means,0.5916425906043312
