,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.8081382077681799,243,79,19814
1,Run_2,0.8297688127475362,446,70,40065
2,Run_3,0.8203931745097334,244,79,19887
3,Run_4,0.810634693705924,226,79,18329
4,Run_5,0.8141099110571821,292,76,24451
5,Run_6,0.8113170825474249,232,73,18715
6,Run_7,0.8188602023939673,279,33,22981
7,Run_8,0.7933675328679953,237,79,19034
8,Run_9,0.8339977013427523,279,77,23602
9,Run_10,0.80999635578729,221,74,17480
